<<<<<<< HEAD
Entity,Relation,Action,Value,Iteration of Promotion,Action Source,Action Date
eggs,agriculturalproductcomingfromvertebrate,"nagriculturalproductcomingfromvertebrate,agriculturalproduct,vertebrate",ducks,562,anonymous-efa55f3d-0f4c1bce-c1adb762,2012-12-17T07:37:20-05:00
sofabeds,furniturefoundinroom,"yfurniturefoundinroom,furniture,room",living_room,664,anonymous-efa55f3d-0f4c1bce-c1adb762,2012-12-17T07:38:34-05:00
pelagics,animalsuchasmollusk,"yinverseofanimalsuchasmollusk,mollusk,mollusk",rays,658,anonymous-87825e40-ad48cbe6-87ba1971,2012-12-17T10:05:59-05:00
angels_and_demons,bookwriter,"ybookwriter,book,writer",dan_brown,667,anonymous-465954ac-b71976dd-aaab5ab1,2012-12-17T13:20:09-05:00
dan_brown,agentcontributedtocreativework,"ycreativeworkcontributedtobyagent,book,book",angels_and_demons,668,anonymous-465954ac-b71976dd-aaab5ab1,2012-12-17T13:20:10-05:00
alan_dargin,haswikipediaurl,"yhaswikipediaurl,personaustralia,http",//en.wikipedia.org/wiki/Alan%20Dargin,659,anonymous-a34db5e5-714bafed-87ba1971,2012-12-18T03:00:55-05:00
house,attractionmadeofbuildingmaterial,"nattractionmadeofbuildingmaterial,attraction,buildingmaterial",fiberglass,668,anonymous-970191c5-20b9434b-5732a784,2012-12-18T09:09:02-05:00
dairy_products,fooddecreasestheriskofdisease,"nfooddecreasestheriskofdisease,food,disease",cancer,670,anonymous-970191c5-20b9434b-5732a784,2012-12-18T09:09:16-05:00
place,agentparticipatedinevent,"nagentparticipatedinevent,city,eventoutcome",amount,266,anonymous-e03c60b7-ad48cbe6-87ba1971,2012-12-18T10:45:03-05:00
products,agriculturalproductcontainchemical,"yagriculturalproductcontainchemical,agriculturalproduct,chemical",corn_syrup,670,anonymous-f2f72605-3c5eb9ec-b7c6eb12,2012-12-18T11:17:58-05:00
invertebrates,animalsuchasinvertebrate,"yanimalsuchasinvertebrate,animal,invertebrate",slugs,665,anonymous-e8edef26-0e608a30-77f52f1b,2012-12-18T16:31:23-05:00
soccer,sportusesequipment,"ysportusesequipment,sport,sportsequipment",nets,683,anonymous-e8edef26-0e608a30-77f52f1b,2012-12-18T16:31:37-05:00
shame,emotionassociatedwithdisease,"yemotionassociatedwithdisease,emotion,disease",alcoholism,598,anonymous-08394b29-f4bf5f51-db2008d1,2012-12-19T08:57:34-05:00
shame,emotionassociatedwithdisease,"yemotionassociatedwithdisease,emotion,disease",addiction,598,anonymous-08394b29-f4bf5f51-db2008d1,2012-12-19T08:58:04-05:00
shame,emotionassociatedwithdisease,"nemotionassociatedwithdisease,emotion,disease",cancer,598,anonymous-08394b29-f4bf5f51-db2008d1,2012-12-19T08:58:10-05:00
joseph_filkowski,haswikipediaurl,"yhaswikipediaurl,criminal,http",//en.wikipedia.org/wiki/Joseph%20Filkowski,656,anonymous-9f2cf7c1-02c62333-274d4936,2012-12-19T10:42:48-05:00
cheeses,agriculturalproductcutintogeometricshape,"yinverseofagriculturalproductcutintogeometricshape,geometricshape,geometricshape",cubes,556,anonymous-9f2cf7c1-02c62333-274d4936,2012-12-19T10:46:05-05:00
beets,agriculturalproductcutintogeometricshape,"yinverseofagriculturalproductcutintogeometricshape,geometricshape,geometricshape",dice,643,anonymous-9f2cf7c1-02c62333-274d4936,2012-12-19T10:46:26-05:00
celery,agriculturalproductcutintogeometricshape,"yinverseofagriculturalproductcutintogeometricshape,geometricshape,geometricshape",dice,595,anonymous-9f2cf7c1-02c62333-274d4936,2012-12-19T10:46:29-05:00
zucchini,agriculturalproductcutintogeometricshape,"yinverseofagriculturalproductcutintogeometricshape,geometricshape,geometricshape",dice,595,anonymous-9f2cf7c1-02c62333-274d4936,2012-12-19T10:46:30-05:00
onions,agriculturalproductcutintogeometricshape,"yinverseofagriculturalproductcutintogeometricshape,geometricshape,geometricshape",squares,489,anonymous-9f2cf7c1-02c62333-274d4936,2012-12-19T10:46:48-05:00
pepper,agriculturalproductcutintogeometricshape,"yinverseofagriculturalproductcutintogeometricshape,geometricshape,geometricshape",squares,658,anonymous-9f2cf7c1-02c62333-274d4936,2012-12-19T10:46:49-05:00
potatoes,agriculturalproductcutintogeometricshape,"yinverseofagriculturalproductcutintogeometricshape,geometricshape,geometricshape",squares,556,anonymous-9f2cf7c1-02c62333-274d4936,2012-12-19T10:46:50-05:00
mosquitos,animalsuchasinsect,"nanimalsuchasinsect,animal,insect",insects,670,anonymous-9d47d945-a86fcef7-64c08ed9,2012-12-19T16:09:22-05:00
herbs,agriculturalproducttoattractinsect,"yagriculturalproducttoattractinsect,agriculturalproduct,insect",insects,683,anonymous-8b9721b3-6bbb9152-264a5eb0,2012-12-19T16:28:29-05:00
herbs,agriculturalproducttoattractinsect,"nagriculturalproducttoattractinsect,agriculturalproduct,insect",insects,683,anonymous-819af00c-3a37c54d-77f52f1b,2012-12-23T17:22:20-05:00
macbook_pro,haswikipediaurl,"yhaswikipediaurl,product,http",//en.wikipedia.org/wiki/MacBook%20Pro,646,anonymous-918e3550-099bc74e-fd71b466,2012-12-19T17:35:45-05:00
picasso,visualartistartform,"nvisualartformartist,visualartform,visualartform",ceramics,173,anonymous-826c1a12-590da18a-91588326,2012-12-20T09:24:32-05:00
audi,automobilemakercardealersinstateorprovince,"nautomobilemakercardealersinstateorprovince,automobilemaker,stateorprovince",virginia,562,anonymous-9f2cf7c1-02c62333-274d4936,2012-12-20T09:32:15-05:00
audi,automobilemakercardealersinstateorprovince,"nautomobilemakercardealersinstateorprovince,automobilemaker,stateorprovince",illinois,614,anonymous-9f2cf7c1-02c62333-274d4936,2012-12-20T09:32:16-05:00
audi,automobilemakerdealersincity,"nautomobilemakerdealersincity,automobilemaker,city",san_diego,511,anonymous-9f2cf7c1-02c62333-274d4936,2012-12-20T09:32:20-05:00
the_atwood_stories,haswikipediaurl,"yhaswikipediaurl,televisionshow,http",//en.wikipedia.org/wiki/The%20Atwood%20Stories,655,anonymous-eb9a7d35-ad48cbe6-87ba1971,2012-12-20T13:44:32-05:00
catfish,fishservedwithfood,"yfishservedwithfood,fish,beverage",sauce,668,anonymous-916a62ae-f655bcf4-f37bfda9,2012-12-20T14:22:13-05:00
big_fish,animalsuchasfish,"yinverseofanimalsuchasfish,fish,fish",catfish,591,anonymous-916a62ae-f655bcf4-f37bfda9,2012-12-20T14:22:16-05:00
zorro,bookwriter,"ybookwriter,book,writer",isabel_allende,667,anonymous-e25c3832-b1fdd7ca-5732a784,2012-12-21T08:52:00-05:00
specialists,professionistypeofprofession,"nprofessionistypeofprofession,profession,profession",scientists,667,anonymous-819af00c-3a37c54d-77f52f1b,2012-12-23T17:12:40-05:00
crabs,arthropodcalledarthropod,"narthropodcalledarthropod,arthropod,arthropod",sand_fleas,667,anonymous-819af00c-3a37c54d-77f52f1b,2012-12-23T17:12:47-05:00
nitrous_oxide,chemicalistypeofchemical,"nchemicalistypeofchemical,chemical,chemical",carbon,667,anonymous-819af00c-3a37c54d-77f52f1b,2012-12-23T17:13:38-05:00
english,languageofuniversity,"ylanguageofuniversity,language,university",providence_college,668,anonymous-819af00c-3a37c54d-77f52f1b,2012-12-23T17:16:03-05:00
west_broadway,streetincity,"ystreetincity,street,city",vancouver,689,anonymous-819af00c-3a37c54d-77f52f1b,2012-12-23T17:16:47-05:00
fish_filet,fishservedwithfood,"yfishservedwithfood,fish,food",sauce,667,anonymous-819af00c-3a37c54d-77f52f1b,2012-12-23T17:17:19-05:00
sushi,foodcancausedisease,"yfoodcancausedisease,food,disease",food_poisoning,670,anonymous-819af00c-3a37c54d-77f52f1b,2012-12-23T17:17:54-05:00
sarcoptes_scabiei,bacteriaisthecausativeagentofphysiologicalcondition,"ybacteriaisthecausativeagentofphysiologicalcondition,bacteria,physiologicalcondition",scabies,670,anonymous-819af00c-3a37c54d-77f52f1b,2012-12-23T17:20:50-05:00
ray,musicianplaysinstrument,"ymusicianplaysinstrument,musician,musicinstrument",piano,688,anonymous-de0f22e2-0b7ed853-b7c6eb12,2012-12-23T18:43:45-05:00
flowers,agriculturalproductgrowinginstateorprovince,"yagriculturalproductgrowinginstateorprovince,agriculturalproduct,stateorprovince",virginia,683,anonymous-de0f22e2-0b7ed853-b7c6eb12,2012-12-23T18:44:05-05:00
graduate_students,professionusestool,"nprofessionusestool,profession,tool",tools,688,anonymous-876ec4e5-582287d0-000c0e62,2012-12-23T22:03:39-05:00
showerhead,itemfoundinroom,"yitemfoundinroom,item,room",bathroom,670,anonymous-876ec4e5-582287d0-000c0e62,2012-12-24T16:12:43-05:00
facebook,competeswith,"ycompeteswith,company,company",amazon_com,670,anonymous-876ec4e5-582287d0-000c0e62,2012-12-24T16:13:33-05:00
telephone,itemfoundinroom,"nitemfoundinroom,item,room",bathroom,670,anonymous-876ec4e5-582287d0-000c0e62,2012-12-24T17:26:46-05:00
shrimp,arthropodandotherarthropod,"yarthropodandotherarthropod,arthropod,arthropod",arthropods,668,anonymous-236d4ce0-1c0f1275-0f5cd718,2012-12-24T23:31:11-05:00
notable_astronauts,astronautssuchasaustronauts,"ninverseofastronautsuchasastronaut,astronaut,astronaut",alan_shepard,534,anonymous-d8ae3f91-01929299-f37bfda9,2012-12-26T12:31:24-05:00
brainfuck,haswikipediaurl,"yhaswikipediaurl,programminglanguage,http",//en.wikipedia.org/wiki/Brainfuck,652,anonymous-ae51e418-dfe64b6c-69ec88e7,2012-12-26T15:46:33-05:00
trakai,citylocatedincountry,"ycountrycities,country,country",lithuania,689,anonymous-d8ae3f91-01929299-f37bfda9,2012-12-27T14:15:43-05:00
lithuania,countrycurrency,"ycountrycurrency,country,currency",litas,689,anonymous-d8ae3f91-01929299-f37bfda9,2012-12-27T14:15:46-05:00
david_bowie,musicartistgenre,"ymusicartistgenre,musicartist,musicgenre",pop,680,anonymous-15ccc513-e0aaa5cf-77f52f1b,2012-12-28T06:54:55-05:00
english,languageofuniversity,"ylanguageofuniversity,language,university",concordia_university,686,anonymous-a2aec728-de4760e6-712c8782,2012-12-28T15:50:11-05:00
quentin_tarantino,directordirectedmovie,"ydirectordirectedmovie,director,movie",kill_bill,670,anonymous-a2aec728-de4760e6-712c8782,2012-12-28T16:08:11-05:00
quentin_tarantino,directordirectedmovie,"ydirectordirectedmovie,director,movie",kill_bill,670,anonymous-afe66660-b27caad9-d8e3359c,2013-01-21T10:56:57-05:00
ministry,synonymfor,"ysynonymfor,everypromotedthing,everypromotedthing",department,670,anonymous-a2aec728-de4760e6-712c8782,2012-12-28T16:09:00-05:00
lentils,agriculturalproductcookedwithagriculturalproduct,"yagriculturalproductcookedwithagriculturalproduct,food,agriculturalproduct",spices,670,anonymous-912284f3-e859e078-77f52f1b,2012-12-30T11:57:08-05:00
steve_mandanda,haswikipediaurl,"yhaswikipediaurl,athlete,http",//en.wikipedia.org/wiki/Steve%20Mandanda,650,anonymous-0e7a4690-745a85b0-c231585c,2013-01-01T21:35:42-05:00
cathleen_synge_morawetz,haswikipediaurl,"yhaswikipediaurl,scientist,http",//en.wikipedia.org/wiki/Cathleen%20Synge%20Morawetz,656,anonymous-29545cef-c8b2deb8-77f52f1b,2013-01-02T14:51:24-05:00
austin_museum_of_art,museumincity,"ymuseumincity,museum,city",austin,689,anonymous-29545cef-c8b2deb8-77f52f1b,2013-01-02T14:52:33-05:00
michael_jackson,musicianinmusicartist,"ymusicianinmusicartist,musician,musicartist",jackson_five,667,anonymous-f137ca61-91233112-77f52f1b,2013-01-02T19:50:12-05:00
cook_top,itemfoundinroom,"yitemfoundinroom,item,room",kitchen,689,anonymous-7106b21f-218f3e08-77f52f1b,2013-01-03T13:28:47-05:00
president_elect_barack_obama,politicianusendorsedbypoliticianus,"npoliticianusendorsedbypoliticianus,politicianus,politicianus",bush,689,anonymous-f4c17a9e-74505000-6032be53,2013-01-03T19:07:34-05:00
key_arena,attractionofcity,"ycityattractions,city,city",seattle,689,anonymous-f4c17a9e-74505000-6032be53,2013-01-03T19:23:30-05:00
san_francisco_international,airportincity,"yairportincity,airport,city",san_francisco,689,anonymous-66119c00-b60c77e2-e1229e91,2013-01-03T23:25:38-05:00
mitt_romney,politicianusholdsoffice,"npoliticianusholdsoffice,politicianus,politicaloffice",president,689,anonymous-66119c00-b60c77e2-e1229e91,2013-01-03T23:26:34-05:00
public_enemy,musicartistgenre,"ymusicartistgenre,musicartist,musicgenre",rap,683,anonymous-66119c00-b60c77e2-e1229e91,2013-01-03T23:27:00-05:00
philadelphia_enquirer,newspaperincity,"ynewspaperincity,newspaper,city",philadelphia,689,anonymous-66119c00-b60c77e2-e1229e91,2013-01-03T23:28:09-05:00
dogs,animalistypeofanimal,"yanimalistypeofanimal,animal,animal",indoor_pets,673,anonymous-66119c00-b60c77e2-e1229e91,2013-01-03T23:29:02-05:00
soccer,sportusesequipment,"ysportusesequipment,sport,sportsequipment",net,676,anonymous-66119c00-b60c77e2-e1229e91,2013-01-03T23:30:31-05:00
hit,agentparticipatedinevent,"nagentparticipatedinevent,agent,event",series,676,anonymous-66119c00-b60c77e2-e1229e91,2013-01-03T23:31:15-05:00
doha,citycapitalofcountry,"ycitycapitalofcountry,city,country",qatar,689,anonymous-66119c00-b60c77e2-e1229e91,2013-01-03T23:31:49-05:00
horse,animalistypeofanimal,"yanimalistypeofanimal,animal,animal",animals,673,anonymous-70b8707c-a2232c83-94744b33,2013-01-04T01:05:56-05:00
louvre,buildinglocatedincity,"ybuildinglocatedincity,building,city",paris,689,anonymous-ed85bf00-7ffad985-fad0c1fb,2013-01-04T09:39:17-05:00
louvre,buildinglocatedincity,"ybuildinglocatedincity,building,city",paris,689,anonymous-87d6a0fa-9e7709f1-5732a784,2013-01-06T13:53:35-05:00
slovenia,countryalsoknownas,"ncountryalsoknownas,country,country",croatia,245,anonymous-87d6a0fa-9e7709f1-5732a784,2013-01-06T13:48:41-05:00
cakes,bakedgoodservedwithbeverage,"ybakedgoodservedwithbeverage,bakedgood,beverage",cream,674,anonymous-87d6a0fa-9e7709f1-5732a784,2013-01-06T13:54:37-05:00
office,synonymfor,"nsynonymfor,everypromotedthing,everypromotedthing",health,661,anonymous-87d6a0fa-9e7709f1-5732a784,2013-01-06T13:57:42-05:00
invisible_man,bookwriter,"ywriterwrotebook,writer,writer",ralph_ellison,598,anonymous-0d462b73-c00d4ef2-3372b3be,2013-01-07T03:06:48-05:00
croatia,countryalsoknownas,"ncountryalsoknownas,country,country",macedonia,241,anonymous-285baba9-48358eb5-e7944406,2013-01-07T06:48:00-05:00
spreadsheet,haswikipediaurl,"yhaswikipediaurl,item,http",//en.wikipedia.org/wiki/Spreadsheet,646,anonymous-416e8c30-a21cb991-94744b33,2013-01-07T06:48:02-05:00
matt_hasselbeck,athleteplayssport,"yathleteplayssport,athlete,sport",football,689,anonymous-3ea72e45-65348c23-77f52f1b,2013-01-07T22:10:18-05:00
zofran,drugpossiblytreatsphysiologicalcondition,"ydrugpossiblytreatsphysiologicalcondition,drug,physiologicalcondition",nausea,683,anonymous-3ea72e45-65348c23-77f52f1b,2013-01-07T22:15:46-05:00
football,sporthassportsteamposition,"ysporthassportsteamposition,sport,sportsteamposition",tackle,683,anonymous-3ea72e45-65348c23-77f52f1b,2013-01-07T22:19:40-05:00
physicians,professionistypeofprofession,"yprofessionistypeofprofession,profession,profession",staff,679,anonymous-3ea72e45-65348c23-77f52f1b,2013-01-07T22:20:14-05:00
barack_obama_s,politicianusholdsoffice,"ypoliticianusholdsoffice,politicianus,politicaloffice",president,689,anonymous-3ea72e45-65348c23-77f52f1b,2013-01-07T22:22:29-05:00
native_bees,animalsuchasinvertebrate,"nanimalsuchasinvertebrate,animal,invertebrate",insects,689,anonymous-3ea72e45-65348c23-77f52f1b,2013-01-07T22:22:47-05:00
peachtree_street,streetincity,"yagriculturalproductcookedwithagriculturalproduct,agriculturalproduct,agriculturalproduct",atlanta,689,anonymous-e7001028-2c6ff6a6-b7c6eb12,2013-01-09T05:14:40-05:00
he,persongraduatedschool,"npersongraduatedschool,person,school",harvard,226,anonymous-c9c2acb4-827d25e5-1e30fb76,2013-01-09T06:56:48-05:00
ohio,statehascapital,"ystatehascapital,stateorprovince,city",columbus,689,anonymous-21f89443-53095f7a-e7b39764,2013-01-09T10:55:20-05:00
hungary,countrylocatedingeopoliticallocation,"ncountrylocatedingeopoliticallocation,country,geopoliticallocation",states,512,anonymous-21f89443-53095f7a-e7b39764,2013-01-09T10:55:39-05:00
ma,politicianholdsoffice,"npoliticianholdsoffice,politician,politicaloffice",president,688,anonymous-21f89443-53095f7a-e7b39764,2013-01-09T10:55:59-05:00
crops,agriculturalproductincludingagriculturalproduct,"yagriculturalproductincludingagriculturalproduct,agriculturalproduct,agriculturalproduct",wheat,685,anonymous-21f89443-53095f7a-e7b39764,2013-01-09T10:56:05-05:00
workshop,subpartof,"nsubpartof,everypromotedthing,everypromotedthing",air,689,anonymous-21f89443-53095f7a-e7b39764,2013-01-09T10:56:08-05:00
english,languageofuniversity,"ylanguageofuniversity,language,university",kansas_state,686,anonymous-21f89443-53095f7a-e7b39764,2013-01-09T10:57:28-05:00
bed,furniturefoundinroom,"yfurniturefoundinroom,furniture,room",one_bedroom_cottages,683,anonymous-002923c3-0bba9636-aaab5ab1,2013-01-10T02:52:41-05:00
technologies,academicprogramatuniversity,"nacademicprogramatuniversity,academicfield,university",college,683,anonymous-d70836d3-53095f7a-e7b39764,2013-01-10T09:43:46-05:00
whole_grain_bread,bakedgoodservedwithbeverage,"ybakedgoodservedwithbeverage,bakedgood,beverage",salad,683,anonymous-d70836d3-53095f7a-e7b39764,2013-01-10T09:44:15-05:00
andrea,persongraduatedfromuniversity,"npersongraduatedfromuniversity,person,university",college,689,anonymous-d70836d3-53095f7a-e7b39764,2013-01-10T09:45:51-05:00
seattle,citylocatedinstate,"ycitylocatedinstate,city,stateorprovince",washington,689,anonymous-d70836d3-53095f7a-e7b39764,2013-01-10T09:46:08-05:00
denver_international,airportincity,"yairportincity,airport,city",denver,689,anonymous-d70836d3-53095f7a-e7b39764,2013-01-10T09:46:31-05:00
charcoal,chemicalistypeofchemical,"nchemicalistypeofchemical,chemical,chemical",gas,689,anonymous-d70836d3-53095f7a-e7b39764,2013-01-10T09:46:46-05:00
flowers,agriculturalproductcamefromcountry,"yagriculturalproductcamefromcountry,agriculturalproduct,country",denmark,683,anonymous-480b940a-55b1d90f-60abe161,2013-01-10T14:08:46-05:00
pepper,agriculturalproductcookedwithagriculturalproduct,"yinverseofagriculturalproductcookedwithagricultureproduct,agriculturalproduct,agriculturalproduct",basil,668,anonymous-480b940a-55b1d90f-60abe161,2013-01-10T14:16:47-05:00
alexander_the_great,personhascitizenship,"ypersonhascitizenship,monarch,country",macedonia,683,anonymous-480b940a-55b1d90f-60abe161,2013-01-10T14:19:35-05:00
neural_networks,mlareaexpert,"ymlauthorexpertin,personus,personus",tom_mitchell,406,anonymous-480b940a-55b1d90f-60abe161,2013-01-10T14:26:53-05:00
american_astronauts,astronautssuchasaustronauts,"yinverseofastronautsuchasastronaut,male,male",neil_armstrong,668,anonymous-480b940a-55b1d90f-60abe161,2013-01-10T14:32:57-05:00
notable_astronauts,astronautssuchasaustronauts,"yinverseofastronautsuchasastronaut,male,male",neil_armstrong,668,anonymous-480b940a-55b1d90f-60abe161,2013-01-10T14:33:00-05:00
steven_armstrong,haswikipediaurl,"yhaswikipediaurl,personaustralia,http",//en.wikipedia.org/wiki/Steven%20Armstrong,659,anonymous-480b940a-55b1d90f-60abe161,2013-01-10T14:34:00-05:00
otakon,haswikipediaurl,"yhaswikipediaurl,convention,http",//en.wikipedia.org/wiki/Otakon,652,anonymous-480b940a-55b1d90f-60abe161,2013-01-10T14:40:48-05:00
tekkoshocon,haswikipediaurl,"yhaswikipediaurl,convention,http",//en.wikipedia.org/wiki/Tekkoshocon,652,anonymous-480b940a-55b1d90f-60abe161,2013-01-10T14:41:38-05:00
philcon,haswikipediaurl,"yhaswikipediaurl,convention,http",//en.wikipedia.org/wiki/Philcon,652,anonymous-480b940a-55b1d90f-60abe161,2013-01-10T14:43:40-05:00
ants,animaleatfood,"ninverseofanimaleatfood,food,food",plant_species,447,anonymous-480b940a-55b1d90f-60abe161,2013-01-10T15:58:26-05:00
sheep,animaleatfood,"yinverseofanimaleatfood,food,food",vegetation,670,anonymous-480b940a-55b1d90f-60abe161,2013-01-10T15:58:50-05:00
grizzly_bears,animaleatfood,"yinverseofanimaleatfood,food,food",vegetation,670,anonymous-480b940a-55b1d90f-60abe161,2013-01-10T15:58:56-05:00
bears,animaleatfood,"yinverseofanimaleatfood,food,food",vegetation,688,anonymous-480b940a-55b1d90f-60abe161,2013-01-10T15:59:00-05:00
pine,plantincludeplant,"ninverseofplantincludeplant,food,food",vegetation,596,anonymous-480b940a-55b1d90f-60abe161,2013-01-10T15:59:03-05:00
mississippi_river,riveremptiesintoriver,"ninverseofriveremptiesintoriver,skiarea,skiarea",ohio_river,547,anonymous-480b940a-55b1d90f-60abe161,2013-01-10T16:06:46-05:00
