"Entity"	"Relation"	"Action"	"Value"	"Iteration of Promotion"	"Action Source"	"Action Date"
"carbon_dioxide"	"chemicalistypeofchemical"	"ychemicalistypeofchemical,chemical,chemical"	"gas"	"216"	"anonymous-8bb7290e-09c196c4-384982fa"	"2011-06-06T21:02:00-04:00"
"carbon_dioxide"	"chemicalistypeofchemical"	"ychemicalistypeofchemical,chemical,chemical"	"emissions"	"216"	"anonymous-8bb7290e-09c196c4-384982fa"	"2011-06-06T21:01:59-04:00"
"osprey"	"specializationof"	"yspecializationof,everypromotedthing,everypromotedthing"	"birds"	"290"	"anonymous-025797f4-3f2f8618-384982fa"	"2011-06-14T11:47:30-04:00"
"predators"	"animalistypeofanimal"	"nanimalistypeofanimal,animal,animal"	"animals"	"215"	"anonymous-69a2d69b-c3adf177-78035af7"	"2011-06-10T16:09:11-04:00"
"orcas"	"animalpreyson"	"yanimalpreyson,animal,animal"	"animals"	"292"	"anonymous-8df436f8-f6b36560-78035af7"	"2011-06-13T12:14:14-04:00"
"hamster"	"latitudelongitude"	"nlatitudelongitude,mammal,llcoordinate"	"51.5166700000000,10.6500000000000"	"160"	"anonymous-df2dc168-bd6dcbe2-1b3480af"	"2011-05-30T07:28:37-04:00"
"stray_dogs"	"animalistypeofanimal"	"nanimalistypeofanimal,animal,animal"	"animals"	"283"	"anonymous-1a0f3c1f-9f451fab-cc47d50c"	"2011-06-06T14:46:36-04:00"
"farm_animals"	"animalpreyson"	"nanimalpreyson,animal,animal"	"horses"	"275"	"anonymous-69a2d69b-c3adf177-78035af7"	"2011-06-10T15:56:08-04:00"
"farm_animals"	"animalpreyson"	"nanimalpreyson,animal,animal"	"horses"	"275"	"anonymous-8df436f8-f6b36560-78035af7"	"2011-06-13T12:23:21-04:00"
"birds"	"agentcompeteswithagent"	"nagentcompeteswithagent,agent,agent"	"eagles"	"215"	"anonymous-69a2d69b-c3adf177-78035af7"	"2011-06-10T16:09:04-04:00"
"animals"	"animalistypeofanimal"	"nanimalistypeofanimal,animal,animal"	"pets"	"331"	"anonymous-025797f4-3f2f8618-384982fa"	"2011-06-14T06:07:40-04:00"
"pets"	"animalpreyson"	"nanimalpreyson,animal,animal"	"cats"	"331"	"anonymous-4dfc5819-006b3cc7-83a3519f"	"2011-06-16T16:05:16-04:00"
"scorpions"	"animalistypeofanimal"	"yanimalistypeofanimal,animal,animal"	"animals"	"283"	"anonymous-1a0f3c1f-9f451fab-cc47d50c"	"2011-06-06T14:42:12-04:00"
"host"	"specializationof"	"nspecializationof,everypromotedthing,everypromotedthing"	"animals"	"281"	"anonymous-8df436f8-f6b36560-78035af7"	"2011-06-13T12:23:12-04:00"
"staff"	"professionistypeofprofession"	"nprofessionistypeofprofession,profession,profession"	"teachers"	"215"	"anonymous-69a2d69b-c3adf177-78035af7"	"2011-06-10T15:54:59-04:00"
"engineers"	"professionistypeofprofession"	"yprofessionistypeofprofession,profession,profession"	"professionals"	"215"	"anonymous-ecde6442-004481b4-cc47d50c"	"2011-06-20T12:25:13-04:00"
"professionals"	"professionistypeofprofession"	"yprofessionistypeofprofession,profession,profession"	"employees"	"215"	"anonymous-1a0f3c1f-9f451fab-cc47d50c"	"2011-06-06T14:46:10-04:00"
"general_practitioners"	"professionistypeofprofession"	"yprofessionistypeofprofession,profession,profession"	"staff"	"175"	"anonymous-8bb7290e-09c196c4-384982fa"	"2011-06-06T20:48:02-04:00"
"heineken_music_hall"	"attractionofcity"	"ycityattractions,city,city"	"amsterdam"	"250"	"anonymous-0afdf341-dabc232f-4a88a485"	"2011-06-13T14:49:00-04:00"
"ia"	"statelocatedincountry"	"ystatelocatedincountry,stateorprovince,country"	"usa"	"287"	"anonymous-0e86a8e9-67b07ca0-27525091"	"2011-06-09T12:47:27-04:00"
"saskatchewan"	"statehascapital"	"ystatehascapital,stateorprovince,city"	"regina"	"331"	"anonymous-69a2d69b-c3adf177-78035af7"	"2011-06-10T16:11:03-04:00"
"wy"	"statelocatedincountry"	"nstatelocatedincountry,stateorprovince,country"	"usa"	"289"	"anonymous-69a2d69b-c3adf177-78035af7"	"2011-06-10T16:06:28-04:00"
"schiphol_airport"	"airportincity"	"ycityhasairport,city,city"	"amsterdam"	"250"	"anonymous-0afdf341-dabc232f-4a88a485"	"2011-06-13T14:48:52-04:00"
"nyc"	"citylocatedinstate"	"ycitylocatedinstate,city,stateorprovince"	"new_york"	"210"	"anonymous-521045c5-d0da03fb-d3ae2443"	"2011-05-27T17:06:33-04:00"
"belgrade"	"cityliesonriver"	"ycityliesonriver,city,river"	"sava"	"222"	"anonymous-0ec9359e-87005506-8d7649fe"	"2011-06-17T11:11:31-04:00"
"belgrade"	"cityliesonriver"	"ycityliesonriver,city,river"	"danube"	"239"	"anonymous-0ec9359e-87005506-8d7649fe"	"2011-06-17T11:11:28-04:00"
"belgrade"	"citylocatedinstate"	"ncitylocatedinstate,city,stateorprovince"	"montana"	"113"	"anonymous-0ec9359e-87005506-8d7649fe"	"2011-06-17T11:11:38-04:00"
"paris"	"cityalsoknownas"	"ncityalsoknownas,city,city"	"beirut"	"215"	"anonymous-8bb7290e-09c196c4-384982fa"	"2011-06-06T20:55:59-04:00"
"warsaw_ghetto"	"cityliesonriver"	"ncityliesonriver,city,river"	"vistula"	"249"	"anonymous-a58e7d63-07fc9421-83a3519f"	"2011-06-09T13:36:24-04:00"
"beirut"	"cityalsoknownas"	"ncityalsoknownas,city,city"	"paris"	"215"	"anonymous-8bb7290e-09c196c4-384982fa"	"2011-06-06T20:56:01-04:00"
"bow_street"	"latitudelongitude"	"nlatitudelongitude,street,llcoordinate"	"52.4333300000000,-4.0333300000000"	"160"	"anonymous-9909255e-09c196c4-73818d90"	"2011-06-07T09:48:54-04:00"
"beatles"	"latitudelongitude"	"nlatitudelongitude,musicartist,llcoordinate"	"31.1093550000000,-83.7973950000000"	"160"	"anonymous-676512eb-18471333-38fdb10f"	"2011-06-20T20:51:21-04:00"
"sex_pistols"	"musicartistgenre"	"ymusicartistgenre,musicartist,musicgenre"	"british_punk"	"216"	"anonymous-9909255e-09c196c4-73818d90"	"2011-06-06T13:02:09-04:00"
"sex_pistols"	"musicartistgenre"	"ymusicartistgenre,musicartist,musicgenre"	"punk"	"216"	"anonymous-9909255e-09c196c4-73818d90"	"2011-06-06T13:02:08-04:00"
"sex_pistols"	"musicartistgenre"	"ymusicartistgenre,musicartist,musicgenre"	"punk_rock"	"216"	"anonymous-9909255e-09c196c4-73818d90"	"2011-06-06T13:02:11-04:00"
"american"	"atlocation"	"ylocatedat,city,city"	"nyc"	"233"	"anonymous-521045c5-d0da03fb-d3ae2443"	"2011-05-27T17:06:40-04:00"
"new"	"locationlocatedwithinlocation"	"nlocationlocatedwithinlocation,location,location"	"games"	"283"	"anonymous-440856b5-a791f198-22eb051d"	"2011-06-12T00:09:09-04:00"
"national"	"hasofficeincity"	"ncityhascompanyoffice,city,city"	"warsaw_ghetto"	"262"	"anonymous-a58e7d63-07fc9421-83a3519f"	"2011-06-09T13:36:16-04:00"
"nissan"	"automakerproducesmodel"	"yautomakerproducesmodel,automobilemaker,automobilemodel"	"altima"	"304"	"anonymous-ecde6442-004481b4-cc47d50c"	"2011-06-20T12:20:12-04:00"
"volkswagen"	"acquired"	"yacquired,company,company"	"bentley"	"215"	"anonymous-1a0f3c1f-9f451fab-cc47d50c"	"2011-06-06T14:48:22-04:00"
"academy"	"atdate"	"natdate,university,dateliteral"	"n2005"	"201"	"anonymous-0e86a8e9-67b07ca0-27525091"	"2011-06-09T12:48:49-04:00"
"academy"	"synonymfor"	"nsynonymfor,university,boardgame"	"board"	"214"	"anonymous-0e86a8e9-67b07ca0-27525091"	"2011-06-09T12:48:55-04:00"
"academy"	"synonymfor"	"nsynonymfor,university,nut"	"board"	"214"	"anonymous-0e86a8e9-67b07ca0-27525091"	"2011-06-09T12:48:58-04:00"
"academy"	"synonymfor"	"nsynonymfor,university,jobposition"	"board"	"214"	"anonymous-0e86a8e9-67b07ca0-27525091"	"2011-06-09T12:48:52-04:00"
"thomas_hardy"	"agentcontributedtocreativework"	"yagentcontributedtocreativework,writer,book"	"far_from_the_madding_crowd"	"230"	"anonymous-8bb7290e-09c196c4-384982fa"	"2011-06-06T20:59:57-04:00"
"thomas_hardy"	"agentcreated"	"yagentcreated,writer,book"	"far_from_the_madding_crowd"	"216"	"anonymous-8bb7290e-09c196c4-384982fa"	"2011-06-06T20:59:53-04:00"
"thomas_hardy"	"agentcontributedtocreativework"	"yagentcontributedtocreativework,writer,book"	"jude_the_obscure"	"230"	"anonymous-8bb7290e-09c196c4-384982fa"	"2011-06-06T20:59:54-04:00"
"thomas_hardy"	"agentcreated"	"ycreatedbyagent,book,book"	"jude_the_obscure"	"216"	"anonymous-8bb7290e-09c196c4-384982fa"	"2011-06-06T21:00:14-04:00"
"thomas_hardy"	"agentcontributedtocreativework"	"yagentcontributedtocreativework,writer,book"	"the_mayor_of_casterbridge"	"218"	"anonymous-8bb7290e-09c196c4-384982fa"	"2011-06-06T20:59:56-04:00"
"thomas_hardy"	"agentcreated"	"ycreatedbyagent,book,book"	"tess_of_the_d_urbervilles"	"216"	"anonymous-8bb7290e-09c196c4-384982fa"	"2011-06-06T20:59:12-04:00"
"keanu_reeves"	"actorstarredinmovie"	"ymoviestaractor,movie,movie"	"matrix"	"216"	"anonymous-2741ef0c-c9ddbe82-6511d13a"	"2011-06-10T17:44:06-04:00"
"dmx"	"ceoof"	"yceoof,ceo,company"	"bloodline_records"	"287"	"anonymous-9909255e-09c196c4-73818d90"	"2011-06-07T09:34:00-04:00"
"robert_zemeckis"	"directordirectedmovie"	"ydirectordirectedmovie,director,movie"	"forrest_gump"	"185"	"anonymous-025797f4-3f2f8618-384982fa"	"2011-06-14T12:00:08-04:00"
"robert_zemeckis"	"directordirectedmovie"	"ymoviedirectedbydirector,movie,movie"	"beowulf"	"161"	"anonymous-025797f4-3f2f8618-384982fa"	"2011-06-14T11:59:41-04:00"
"robert_zemeckis"	"directordirectedmovie"	"ydirectordirectedmovie,director,movie"	"beowulf"	"161"	"anonymous-025797f4-3f2f8618-384982fa"	"2011-06-14T11:59:56-04:00"
"ernest_hemingway"	"agentcreated"	"ncreatedbyagent,book,book"	"a_farewell_to_arms"	"179"	"anonymous-f06e3998-2d5b28eb-dd15decd"	"2011-05-30T13:02:15-04:00"
"hillary_clinton"	"politicianusendorsedbypoliticianus"	"ypoliticianusendorsedbypoliticianus,politicianus,politicianus"	"gore"	"283"	"anonymous-1a0f3c1f-9f451fab-cc47d50c"	"2011-06-06T14:45:33-04:00"
"mr_bush"	"politicianusholdsoffice"	"ypoliticianusholdsoffice,politicianus,politicaloffice"	"president"	"295"	"anonymous-025797f4-3f2f8618-384982fa"	"2011-06-14T06:03:13-04:00"
"barack"	"politicianusholdsoffice"	"npoliticianusholdsoffice,politicianus,politicaloffice"	"vice_president"	"215"	"anonymous-6771ec1c-b05ab7e0-f34a6ec1"	"2011-06-11T13:28:31-04:00"
"johnny_rotten"	"musicianinmusicartist"	"ymusicianinmusicartist,musician,musicartist"	"sex_pistols"	"222"	"anonymous-9909255e-09c196c4-73818d90"	"2011-06-06T13:01:19-04:00"
"johnny_rotten"	"musicianinmusicartist"	"ymusicartistmusician,musicartist,musicartist"	"sex_pistols"	"222"	"anonymous-9909255e-09c196c4-73818d90"	"2011-06-06T13:02:16-04:00"
"bush"	"politicianusendorsedbypoliticianus"	"ypoliticianusendorsedbypoliticianus,politicianus,politicianus"	"george_w___bush"	"284"	"anonymous-1a0f3c1f-9f451fab-cc47d50c"	"2011-06-06T14:48:26-04:00"
"palin"	"politicianusholdsoffice"	"npoliticianusholdsoffice,politicianus,politicaloffice"	"vice_president"	"215"	"anonymous-d9c3d0eb-18bc55ad-f34a6ec1"	"2011-06-15T14:50:01-04:00"
"lennox_lewis"	"athleteplayssport"	"yplayers,hobby,hobby"	"boxing"	"283"	"anonymous-0ec9359e-87005506-8d7649fe"	"2011-06-17T11:10:17-04:00"
"anonymous"	"agentcreated"	"ycreatedbyagent,movie,movie"	"beowulf"	"175"	"anonymous-025797f4-3f2f8618-384982fa"	"2011-06-14T11:59:11-04:00"
"eoin_colfer"	"agentcontributedtocreativework"	"ycreativeworkcontributedtobyagent,book,book"	"artemis_fowl"	"182"	"anonymous-8b500e5c-3d15714f-47ea0aff"	"2011-06-03T21:47:01-04:00"
"eoin_colfer"	"agentcreated"	"ycreatedbyagent,book,book"	"artemis_fowl"	"236"	"anonymous-8b500e5c-3d15714f-47ea0aff"	"2011-06-03T21:47:04-04:00"
"stanislaw_lem"	"agentcreated"	"nagentcreated,writer,biotechcompany"	"solaris"	"189"	"anonymous-a58e7d63-07fc9421-83a3519f"	"2011-06-09T13:38:19-04:00"
"stanislaw_lem"	"agentcreated"	"nagentcreated,writer,musicalbum"	"solaris"	"189"	"anonymous-a58e7d63-07fc9421-83a3519f"	"2011-06-09T13:38:18-04:00"
"frank_herbert"	"agentcreated"	"ycreatedbyagent,book,book"	"dune"	"182"	"anonymous-033f236c-1b4a48a1-1b3480af"	"2011-06-05T01:15:43-04:00"
"system"	"bodypartcontainsbodypart"	"nbodypartcontainsbodypart,bodypart,bodypart"	"whole_body"	"286"	"anonymous-69a2d69b-c3adf177-78035af7"	"2011-06-10T16:13:15-04:00"
"bed"	"itemfoundinroom"	"yitemfoundinroom,item,room"	"private_master_suite"	"290"	"anonymous-69a2d69b-c3adf177-78035af7"	"2011-06-10T15:56:27-04:00"
"berths"	"furniturefoundinroom"	"yfurniturefoundinroom,furniture,room"	"guest_cabin"	"293"	"anonymous-025797f4-3f2f8618-384982fa"	"2011-06-14T11:53:16-04:00"
"sleeper_sofa"	"itemfoundinroom"	"yitemfoundinroom,item,room"	"family_room"	"263"	"anonymous-025797f4-3f2f8618-384982fa"	"2011-06-14T06:06:09-04:00"
"sleeper_sofa"	"itemfoundinroom"	"yitemfoundinroom,item,room"	"den"	"263"	"anonymous-8bb7290e-09c196c4-384982fa"	"2011-06-06T20:54:12-04:00"
"beds"	"furniturefoundinroom"	"yfurniturefoundinroom,furniture,room"	"open_loft"	"293"	"anonymous-6771ec1c-c73bfe54-f34a6ec1"	"2011-06-13T18:32:45-04:00"
"beds"	"furniturefoundinroom"	"yfurniturefoundinroom,furniture,room"	"first_floor_bedroom"	"292"	"anonymous-8df436f8-f6b36560-78035af7"	"2011-06-13T12:19:47-04:00"
"beds"	"furniturefoundinroom"	"yfurniturefoundinroom,furniture,room"	"middle_bedroom"	"290"	"anonymous-69a2d69b-c3adf177-78035af7"	"2011-06-10T15:57:39-04:00"
"beds"	"furniturefoundinroom"	"yfurniturefoundinroom,furniture,room"	"front_bedroom"	"289"	"anonymous-69a2d69b-c3adf177-78035af7"	"2011-06-10T16:04:53-04:00"
"beds"	"furniturefoundinroom"	"yfurniturefoundinroom,furniture,room"	"loft_bedroom"	"289"	"anonymous-69a2d69b-c3adf177-78035af7"	"2011-06-10T15:57:16-04:00"
"beds"	"furniturefoundinroom"	"yfurniturefoundinroom,furniture,room"	"second_bedrooms"	"292"	"anonymous-025797f4-3f2f8618-384982fa"	"2011-06-14T06:06:21-04:00"
"bed"	"furniturefoundinroom"	"yfurniturefoundinroom,furniture,room"	"second_double_bedroom"	"272"	"anonymous-69b63d1f-08b8bbfa-02d61c77"	"2011-05-31T01:34:11-04:00"
"bed"	"itemfoundinroom"	"yitemfoundinroom,item,room"	"one_bedroom_apartment"	"263"	"anonymous-8bb7290e-09c196c4-384982fa"	"2011-06-06T20:48:54-04:00"
"bed"	"itemfoundinroom"	"nfurniturefoundinroom,furniture,room"	"floor_master_bedroom"	"263"	"anonymous-5623936e-7310f318-c9226340"	"2011-05-26T06:42:46-04:00"
"bed"	"itemfoundinroom"	"yitemfoundinroom,item,room"	"family_bedroom"	"263"	"anonymous-8df436f8-f6b36560-78035af7"	"2011-06-13T12:13:19-04:00"
"double_bed"	"itemfoundinroom"	"yfurniturefoundinroom,furniture,room"	"master_bedroom"	"263"	"anonymous-8a9e3eda-478529c3-bfbc06fc"	"2011-05-26T00:14:24-04:00"
"refrigerator"	"itemfoundinroom"	"yitemfoundinroom,householditem,room"	"kitchen"	"255"	"anonymous-39232b51-3f10739d-46f38061"	"2011-06-11T03:17:25-04:00"
"windows_ce"	"productinstanceof"	"nproductinstanceof,product,item"	"systems"	"290"	"anonymous-8df436f8-f6b36560-78035af7"	"2011-06-13T12:13:51-04:00"
"windows_95"	"productinstanceof"	"nproductinstanceof,product,item"	"system"	"292"	"anonymous-8df436f8-f6b36560-78035af7"	"2011-06-13T12:15:38-04:00"
"remeron"	"drughassideeffect"	"ydrughassideeffect,drug,physiologicalcondition"	"side_effects"	"293"	"anonymous-69a2d69b-c3adf177-78035af7"	"2011-06-10T15:51:26-04:00"
"windows_2000"	"productinstanceof"	"yproductinstanceof,product,item"	"systems"	"290"	"anonymous-86fbd0d0-8c824deb-49361b15"	"2011-06-12T04:00:08-04:00"
"windows_2000"	"productinstanceof"	"yproductinstanceof,product,item"	"systems"	"290"	"anonymous-025797f4-3f2f8618-384982fa"	"2011-06-14T06:04:18-04:00"
"host"	"specializationof"	"nspecializationof,everypromotedthing,everypromotedthing"	"animals"	"290"	"anonymous-025797f4-3f2f8618-384982fa"	"2011-06-14T06:04:23-04:00"
"silver"	"productinstanceof"	"yproductinstanceof,product,item"	"metal"	"24"	"anonymous-86fbd0d0-8c824deb-49361b15"	"2011-06-12T03:58:52-04:00"
"doctor_death"	"synonymfor"	"nsynonymfor,everypromotedthing,criminal"	"jack_kevorkian"	"163"	"anonymous-521045c5-d0da03fb-d3ae2443"	"2011-05-27T17:05:03-04:00"
"doctor_death"	"synonymfor"	"nsynonymfor,everypromotedthing,scientist"	"jack_kevorkian"	"210"	"anonymous-521045c5-d0da03fb-d3ae2443"	"2011-05-27T17:05:09-04:00"
"community"	"subpartof"	"nsubpartof,everypromotedthing,everypromotedthing"	"air"	"235"	"anonymous-69a2d69b-c3adf177-78035af7"	"2011-06-10T15:48:31-04:00"
"jane_austen"	"agentcreated"	"yagentcreated,agent,everypromotedthing"	"emma"	"287"	"anonymous-0e86a8e9-67b07ca0-27525091"	"2011-06-09T12:47:58-04:00"
"anonymous"	"agentcreated"	"ncreatedbyagent,movie,movie"	"beowulf"	"175"	"anonymous-025797f4-3f2f8618-384982fa"	"2011-06-14T11:59:13-04:00"
"anonymous"	"agentcreated"	"ncreatedbyagent,movie,movie"	"beowulf"	"175"	"anonymous-025797f4-3f2f8618-384982fa"	"2011-06-14T11:59:12-04:00"
"ernest_hemingway"	"agentcreated"	"ncreatedbyagent,book,book"	"a_farewell_to_arms"	"247"	"anonymous-f06e3998-2d5b28eb-dd15decd"	"2011-05-30T13:02:13-04:00"
"default"	"agentinvolvedwithitem"	"nagentinvolvedwithitem,agent,item"	"windows"	"225"	"anonymous-4810dcac-00ff1ba9-aaae21a4"	"2011-05-30T22:58:03-04:00"
"mobile"	"mutualproxyfor"	"nmutualproxyfor,everypromotedthing,everypromotedthing"	"alabama"	"180"	"anonymous-69a2d69b-c3adf177-78035af7"	"2011-06-10T15:54:51-04:00"
"american"	"atlocation"	"ylocatedat,city,city"	"nyc"	"233"	"anonymous-521045c5-d0da03fb-d3ae2443"	"2011-05-27T17:06:38-04:00"
"community"	"subpartof"	"nsubpartof,everypromotedthing,everypromotedthing"	"air"	"235"	"anonymous-8df436f8-f6b36560-78035af7"	"2011-06-13T12:16:03-04:00"
"staff"	"atdate"	"natdate,everypromotedthing,date"	"n2006"	"287"	"anonymous-0e86a8e9-67b07ca0-27525091"	"2011-06-09T12:47:09-04:00"
"american"	"atlocation"	"ylocatedat,city,city"	"nyc"	"225"	"anonymous-521045c5-d0da03fb-d3ae2443"	"2011-05-27T17:06:39-04:00"
"needs"	"subpartof"	"nsubpartof,everypromotedthing,everypromotedthing"	"air"	"230"	"anonymous-69b63d1f-08b8bbfa-02d61c77"	"2011-05-31T01:32:50-04:00"
"home"	"specializationof"	"yspecializationof,everypromotedthing,everypromotedthing"	"life"	"283"	"anonymous-1a0f3c1f-9f451fab-cc47d50c"	"2011-06-06T14:45:43-04:00"
"space"	"subpartof"	"nsubpartof,everypromotedthing,everypromotedthing"	"air"	"251"	"anonymous-5743e5c3-e0895748-e8a1edd9"	"2011-06-01T22:43:27-04:00"
"bed"	"itemfoundinroom"	"nitemfoundinroom,item,room"	"library"	"278"	"anonymous-a9e404c8-28920232-68ce5d77"	"2011-06-23T14:54:53-04:00"
"alice_in_wonderland"	"bookwriter"	"ybookwriter,book,writer"	"lewis_carroll"	"282"	"anonymous-eaae971e-18471333-340587b8"	"2011-06-23T17:47:20-04:00"
"alice_in_wonderland"	"bookwriter"	"ybookwriter,book,writer"	"lewis_carroll"	"282"	"anonymous-df98e32c-821b0707-d56aaf10"	"2011-07-01T22:32:21-04:00"
"usa"	"countrycurrency"	"ycurrencycountry,currency,currency"	"dollars"	"162"	"anonymous-ba44ac21-c4c5cfb0-4d59d65a"	"2011-06-25T23:14:20-04:00"
"usa"	"countrycurrency"	"ycurrencycountry,currency,currency"	"dollars"	"162"	"anonymous-0316077b-8c778af9-38fdb10f"	"2011-06-30T08:08:48-04:00"
"barrack_obama"	"politicianholdsoffice"	"ypoliticianholdsoffice,male,politicaloffice"	"senators"	"162"	"anonymous-c218c1c0-21f0fedb-38fdb10f"	"2011-06-26T16:41:34-04:00"
"barrack_obama"	"politicianholdsoffice"	"npoliticianholdsoffice,male,politicaloffice"	"office"	"278"	"anonymous-c218c1c0-21f0fedb-38fdb10f"	"2011-06-26T16:41:36-04:00"
"system"	"subpartof"	"nsubpartof,everypromotedthing,everypromotedthing"	"air"	"218"	"anonymous-2be7381f-87062aae-cc47d50c"	"2011-06-26T19:38:46-04:00"
"chipmunks"	"animalistypeofanimal"	"nanimalistypeofanimal,mammal,arachnid"	"animals"	"163"	"anonymous-2be7381f-87062aae-cc47d50c"	"2011-06-26T19:45:56-04:00"
"chipmunks"	"animalistypeofanimal"	"nanimalistypeofanimal,mammal,bird"	"animals"	"163"	"anonymous-2be7381f-87062aae-cc47d50c"	"2011-06-26T19:46:00-04:00"
"chipmunks"	"animalistypeofanimal"	"nanimalistypeofanimal,mammal,insect"	"animals"	"163"	"anonymous-2be7381f-87062aae-cc47d50c"	"2011-06-26T19:46:04-04:00"
"chipmunks"	"animalistypeofanimal"	"yanimalistypeofanimal,mammal,mammal"	"animals"	"216"	"anonymous-2be7381f-87062aae-cc47d50c"	"2011-06-26T19:46:06-04:00"
"animals"	"animalistypeofanimal"	"nanimalistypeofanimal,animal,animal"	"predators"	"215"	"anonymous-b0f570c7-4258ca4d-cc47d50c"	"2011-06-26T22:59:35-04:00"
"department"	"synonymfor"	"nsynonymfor,everypromotedthing,everypromotedthing"	"energy"	"313"	"anonymous-a1250a79-73234ea5-22eb051d"	"2011-06-27T10:21:12-04:00"
"animals"	"animalistypeofanimal"	"nanimalistypeofanimal,animal,animal"	"animals"	"215"	"anonymous-21dcac8c-6643ba51-fb0fb541"	"2011-06-27T11:52:20-04:00"
