"Entity"	"Relation"	"Action"	"Value"	"Iteration of Promotion"	"Action Source"	"Action Date"
"training"	"subpartof"	"-subpartof,physicalaction,weatherphenomenon"	"water"	"661"	"bkisiel"	"2012-12-10T15:09:44-05:00"
"a_fall_of_moondust"	"bookwriter"	"ybookwriter,book,writer"	"arthur_c__clarke"	"587"	"anonymous-3eb85fe1-a1b82c08-242af1a5"	"2012-12-09T08:32:54-05:00"
"a_fall_of_moondust"	"haswikipediaurl"	"yhaswikipediaurl,book,http"	"//en.wikipedia.org/wiki/A%20Fall%20of%20Moondust"	"653"	"anonymous-3eb85fe1-a1b82c08-242af1a5"	"2012-12-09T08:34:02-05:00"
"scotland_today"	"haswikipediaurl"	"yhaswikipediaurl,televisionshow,http"	"//en.wikipedia.org/wiki/Scotland%20Today"	"655"	"anonymous-3eb85fe1-a1b82c08-242af1a5"	"2012-12-09T08:35:18-05:00"
"long_way_round"	"haswikipediaurl"	"yhaswikipediaurl,televisionshow,http"	"//en.wikipedia.org/wiki/Long%20Way%20Round"	"655"	"anonymous-3eb85fe1-a1b82c08-242af1a5"	"2012-12-09T08:36:49-05:00"
"the_venturers"	"haswikipediaurl"	"yhaswikipediaurl,televisionshow,http"	"//en.wikipedia.org/wiki/The%20Venturers"	"653"	"anonymous-3eb85fe1-a1b82c08-242af1a5"	"2012-12-09T08:39:04-05:00"
"the_pallisers"	"haswikipediaurl"	"yhaswikipediaurl,televisionshow,http"	"//en.wikipedia.org/wiki/The%20Pallisers"	"655"	"anonymous-3eb85fe1-a1b82c08-242af1a5"	"2012-12-09T08:41:06-05:00"
"the_brain_drain"	"haswikipediaurl"	"yhaswikipediaurl,televisionshow,http"	"//en.wikipedia.org/wiki/The%20Brain%20Drain"	"655"	"anonymous-3eb85fe1-a1b82c08-242af1a5"	"2012-12-09T08:42:35-05:00"
"the_nfl_today"	"haswikipediaurl"	"yhaswikipediaurl,televisionshow,http"	"//en.wikipedia.org/wiki/The%20NFL%20Today"	"655"	"anonymous-3eb85fe1-a1b82c08-242af1a5"	"2012-12-09T08:45:06-05:00"
"the_young_lawyers"	"haswikipediaurl"	"yhaswikipediaurl,televisionshow,http"	"//en.wikipedia.org/wiki/The%20Young%20Lawyers"	"653"	"anonymous-3eb85fe1-a1b82c08-242af1a5"	"2012-12-09T08:46:08-05:00"
"the_othersiders"	"haswikipediaurl"	"yhaswikipediaurl,televisionshow,http"	"//en.wikipedia.org/wiki/The%20Othersiders"	"655"	"anonymous-3eb85fe1-a1b82c08-242af1a5"	"2012-12-09T08:48:24-05:00"
"states"	"statelocatedingeopoliticallocation"	"ngeopoliticallocationcontainsstate,county,county"	"state"	"622"	"anonymous-a58779e5-0d58224e-f6e7d06e"	"2012-12-09T16:38:27-05:00"
"states"	"statelocatedingeopoliticallocation"	"-statelocatedingeopoliticallocation,,"	"state"	"622"	"bkisiel"	"2012-12-10T15:09:40-05:00"
"states"	"statelocatedingeopoliticallocation"	"-statelocatedingeopoliticallocation,stateorprovince,county"	"state"	"622"	"bkisiel"	"2012-12-10T15:09:40-05:00"
"american"	"personhasresidenceingeopoliticallocation"	"ngeopoliticallocationresidenceofpersion,county,county"	"state"	"649"	"anonymous-a58779e5-0d58224e-f6e7d06e"	"2012-12-09T16:38:29-05:00"
"american"	"personhasresidenceingeopoliticallocation"	"-1astronaut"	"state"	"649"	"bkisiel"	"2012-12-10T15:09:32-05:00"
"american"	"personhasresidenceingeopoliticallocation"	"-personhasresidenceingeopoliticallocation,,"	"state"	"649"	"bkisiel"	"2012-12-10T15:09:34-05:00"
"american"	"personhasresidenceingeopoliticallocation"	"-personhasresidenceingeopoliticallocation,astronaut,county"	"state"	"649"	"bkisiel"	"2012-12-10T15:09:34-05:00"
"rendell"	"personhasresidenceingeopoliticallocation"	"ngeopoliticallocationresidenceofpersion,county,county"	"state"	"641"	"anonymous-a58779e5-0d58224e-f6e7d06e"	"2012-12-09T16:38:33-05:00"
"rendell"	"personhasresidenceingeopoliticallocation"	"-personhasresidenceingeopoliticallocation,,"	"state"	"641"	"bkisiel"	"2012-12-10T15:11:36-05:00"
"rendell"	"personhasresidenceingeopoliticallocation"	"-personhasresidenceingeopoliticallocation,male,county"	"state"	"641"	"bkisiel"	"2012-12-10T15:11:36-05:00"
"garage_door"	"buildingfeaturemadefrombuildingmaterial"	"nbuildingfeaturemadefrombuildingmaterial,buildingfeature,buildingmaterial"	"roller"	"665"	"anonymous-a58779e5-0d58224e-f6e7d06e"	"2012-12-09T16:39:32-05:00"
"connecticut"	"istallerthan"	"nistallerthan,everypromotedthing,everypromotedthing"	"people"	"667"	"anonymous-a58779e5-0d58224e-f6e7d06e"	"2012-12-09T16:39:43-05:00"
"connecticut"	"istallerthan"	"-istallerthan,,"	"people"	"667"	"bkisiel"	"2012-12-10T15:08:43-05:00"
"connecticut"	"istallerthan"	"-istallerthan,city,magazine"	"people"	"667"	"bkisiel"	"2012-12-10T15:08:43-05:00"
"connecticut"	"istallerthan"	"-1city"	"people"	"667"	"bkisiel"	"2012-12-10T15:09:11-05:00"
"east_ham_baptist_church"	"placeofworshippracticesreligion"	"yreligionusesplaceofworship,religion,religion"	"baptist"	"667"	"anonymous-761f29fb-693bef9e-242af1a5"	"2012-12-09T19:16:27-05:00"
"internet_dog"	"animalistypeofanimal"	"nanimalistypeofanimal,animal,animal"	"dogs"	"664"	"anonymous-02f8fc0a-9c1b6df3-45dfa504"	"2012-12-09T21:06:13-05:00"
"internet_dog"	"animalistypeofanimal"	"-1mammal"	"dogs"	"664"	"bkisiel"	"2012-12-10T15:08:38-05:00"
"football"	"sportfansincountry"	"ysportfansincountry,sport,country"	"cyprus"	"592"	"anonymous-02f8fc0a-9c1b6df3-45dfa504"	"2012-12-09T21:06:26-05:00"
"san_dimas"	"citylocatedinstate"	"ycitylocatedinstate,city,stateorprovince"	"california"	"667"	"anonymous-8b28e970-d6a84f28-c1adb762"	"2012-12-10T06:41:09-05:00"
"sea_salt"	"agriculturalproductcookedwithagriculturalproduct"	"yagriculturalproductcookedwithagriculturalproduct,agriculturalproduct,agriculturalproduct"	"pepper"	"667"	"anonymous-1a7de69e-2225cfcc-aebc902f"	"2012-12-10T09:18:09-05:00"
"root"	"agriculturalproductcontainchemical"	"nagriculturalproductcontainchemical,agriculturalproduct,chemical"	"caffeine"	"662"	"anonymous-1a7de69e-2225cfcc-aebc902f"	"2012-12-10T09:18:19-05:00"
"disorder"	"emotionassociatedwithdisease"	"yemotionassociatedwithdisease,emotion,disease"	"epilepsy"	"665"	"anonymous-1a7de69e-2225cfcc-aebc902f"	"2012-12-10T09:18:30-05:00"
"ireland"	"countryalsoknownas"	"ncountryalsoknownas,country,country"	"austria"	"664"	"anonymous-21b977c6-79f63a7d-fe890d54"	"2012-12-11T10:21:37-05:00"
"ireland"	"countryalsoknownas"	"-countryalsoknownas,,"	"austria"	"664"	"bkisiel"	"2012-12-14T08:37:26-05:00"
"ireland"	"countryalsoknownas"	"-countryalsoknownas,country,country"	"austria"	"664"	"bkisiel"	"2012-12-14T08:37:26-05:00"
"indonesia"	"countryalsoknownas"	"ncountryalsoknownas,country,country"	"malaysia"	"665"	"anonymous-61366459-cb0e5285-242af1a5"	"2012-12-11T19:44:35-05:00"
"indonesia"	"countryalsoknownas"	"-countryalsoknownas,,"	"malaysia"	"665"	"bkisiel"	"2012-12-14T08:37:29-05:00"
"indonesia"	"countryalsoknownas"	"-countryalsoknownas,country,country"	"malaysia"	"665"	"bkisiel"	"2012-12-14T08:37:29-05:00"
"congo"	"countryalsoknownas"	"ncountryalsoknownas,country,country"	"indonesia"	"667"	"anonymous-61366459-cb0e5285-242af1a5"	"2012-12-11T19:44:37-05:00"
"congo"	"countryalsoknownas"	"-countryalsoknownas,,"	"indonesia"	"667"	"bkisiel"	"2012-12-14T08:37:29-05:00"
"congo"	"countryalsoknownas"	"-countryalsoknownas,country,country"	"indonesia"	"667"	"bkisiel"	"2012-12-14T08:37:29-05:00"
"indonesia"	"countryalsoknownas"	"ncountryalsoknownas,country,country"	"congo"	"667"	"anonymous-61366459-cb0e5285-242af1a5"	"2012-12-11T19:44:39-05:00"
"indonesia"	"countryalsoknownas"	"-countryalsoknownas,,"	"congo"	"667"	"bkisiel"	"2012-12-14T08:37:28-05:00"
"indonesia"	"countryalsoknownas"	"-countryalsoknownas,country,country"	"congo"	"667"	"bkisiel"	"2012-12-14T08:37:28-05:00"
"palembang"	"citylocatedincountry"	"ycountrycities,country,country"	"indonesia"	"667"	"anonymous-61366459-cb0e5285-242af1a5"	"2012-12-11T19:44:41-05:00"
"aaai"	"generalizations"	"yconference"	"conference"	"195"	"anonymous-e89d0c62-40ee98e3-9dc03215"	"2011-09-09T15:18:27-04:00"
"aaai"	"generalizations"	"yconference"	"conference"	"195"	"anonymous-8cd8eeaa-ad3369ba-cea4ffb2"	"2011-11-21T23:07:10-05:00"
"pycon"	"generalizations"	"yconference"	"conference"	"73"	"anonymous-05737e6b-a2d6151d-194bfaf5"	"2011-09-18T23:04:21-04:00"
"pycon"	"generalizations"	"yconference"	"conference"	"73"	"anonymous-542956b3-ac5fddd7-948ed599"	"2011-12-03T07:41:22-05:00"
"montreal"	"generalizations"	"ycity"	"island"	"628"	"anonymous-43967165-e3b19a36-7e950f98"	"2011-09-22T16:14:28-04:00"
"icag"	"generalizations"	"yconference"	"conference"	"457"	"anonymous-f932a479-e490ab5e-2305d4f8"	"2011-11-29T17:55:39-05:00"
"purchase"	"generalizations"	"ncity"	"island"	"550"	"anonymous-db090d85-715e45bd-0f5cd718"	"2012-09-16T21:15:13-04:00"
"ray_bradbury"	"generalizations"	"ywriter"	"scientist"	"601"	"anonymous-948a9dd5-92cea8a8-236cf1c9"	"2012-09-28T09:04:46-04:00"
"jk_rowlings"	"generalizations"	"ywriter"	"scientist"	"659"	"anonymous-33f8adfa-b10cc087-874d9197"	"2012-10-29T17:53:01-04:00"
"sigcaph"	"generalizations"	"yconference"	"conference"	"649"	"anonymous-5c317af1-eb6b2928-9f5082cb"	"2012-11-01T15:50:27-04:00"
"boston"	"generalizations"	"ycity"	"island"	"224"	"anonymous-5c3928fc-c89c0f10-0f5cd718"	"2012-11-05T01:48:02-05:00"
"advise_and_consent"	"generalizations"	"ybook"	"book"	"601"	"anonymous-72c28a40-859f56b8-0f5cd718"	"2012-12-08T13:08:24-05:00"
"aquarium_goldfish"	"generalizations"	"yfish"	"fish"	"181"	"anonymous-72c28a40-859f56b8-0f5cd718"	"2012-12-08T13:09:53-05:00"
"afghanistan___kabul"	"generalizations"	"ycountry"	"country"	"568"	"anonymous-72c28a40-859f56b8-0f5cd718"	"2012-12-08T13:10:35-05:00"
"u_s__national_academy_of_sciences"	"generalizations"	"yprofessionalorganization"	"professionalorganization"	"664"	"anonymous-00d38786-a86fcef7-64c08ed9"	"2012-12-08T15:25:42-05:00"
"screen_computer"	"generalizations"	"ytableitem"	"tableitem"	"665"	"anonymous-00d38786-a86fcef7-64c08ed9"	"2012-12-08T15:25:49-05:00"
"christina_lake"	"generalizations"	"ylake"	"lake"	"664"	"anonymous-6734a713-92b573cb-f974840f"	"2012-12-08T17:36:49-05:00"
"metal_death_metal"	"generalizations"	"ymusicgenre"	"musicgenre"	"665"	"anonymous-6734a713-92b573cb-f974840f"	"2012-12-08T17:38:31-05:00"
"metal_death_metal"	"generalizations"	"ymusicgenre"	"musicgenre"	"665"	"anonymous-a4d4b4b7-f7e56644-f8ab7d5d"	"2012-12-11T10:13:51-05:00"
"internet"	"generalizations"	"nprogramminglanguage"	"programminglanguage"	"665"	"anonymous-6734a713-92b573cb-f974840f"	"2012-12-08T17:39:03-05:00"
"ada"	"generalizations"	"yprogramminglanguage"	"programminglanguage"	"632"	"anonymous-6734a713-92b573cb-f974840f"	"2012-12-08T17:39:12-05:00"
"to_rewrite_the_code"	"generalizations"	"nprogramminglanguage"	"programminglanguage"	"577"	"anonymous-6734a713-92b573cb-f974840f"	"2012-12-08T17:39:25-05:00"
"to_rewrite_the_code"	"generalizations"	"-programminglanguage"	"programminglanguage"	"577"	"bkisiel"	"2012-12-10T15:06:20-05:00"
"to_rewrite_the_code"	"generalizations"	"xprogramminglanguage"	"programminglanguage"	"577"	"bkisiel"	"2012-12-10T15:06:20-05:00"
"regedit"	"generalizations"	"nprogramminglanguage"	"programminglanguage"	"225"	"anonymous-6734a713-92b573cb-f974840f"	"2012-12-08T17:39:40-05:00"
"regedit"	"generalizations"	"-programminglanguage"	"programminglanguage"	"225"	"bkisiel"	"2012-12-10T15:06:16-05:00"
"regedit"	"generalizations"	"xprogramminglanguage"	"programminglanguage"	"225"	"bkisiel"	"2012-12-10T15:06:16-05:00"
"java_1_1"	"generalizations"	"yprogramminglanguage"	"programminglanguage"	"629"	"anonymous-6734a713-92b573cb-f974840f"	"2012-12-08T17:39:58-05:00"
"javasript"	"generalizations"	"nprogramminglanguage"	"programminglanguage"	"158"	"anonymous-6734a713-92b573cb-f974840f"	"2012-12-08T17:40:30-05:00"
"baritone_sax"	"generalizations"	"ymusicinstrument"	"musicinstrument"	"3"	"anonymous-6734a713-92b573cb-f974840f"	"2012-12-08T17:42:27-05:00"
"malayan_painted_toad"	"generalizations"	"yamphibian"	"amphibian"	"662"	"anonymous-6734a713-92b573cb-f974840f"	"2012-12-08T17:47:43-05:00"
"phone_ringtones"	"generalizations"	"ntableitem"	"tableitem"	"665"	"anonymous-f01849b3-116e2b5d-9dfda0b0"	"2012-12-08T18:01:41-05:00"
"phone_ringtones"	"generalizations"	"ntableitem"	"tableitem"	"665"	"anonymous-5919f5dc-5e94a30d-cb89721a"	"2012-12-08T20:32:42-05:00"
"phone_ringtones"	"generalizations"	"ntableitem"	"tableitem"	"665"	"anonymous-0ed41f51-7c7ada12-251cc7a1"	"2012-12-08T23:57:51-05:00"
"phone_ringtones"	"generalizations"	"ntableitem"	"tableitem"	"665"	"anonymous-278db3f4-4089351f-242af1a5"	"2012-12-09T01:36:11-05:00"
"phone_ringtones"	"generalizations"	"ntableitem"	"tableitem"	"665"	"anonymous-1524fff7-1a00216b-f8eba963"	"2012-12-09T03:46:32-05:00"
"phone_ringtones"	"generalizations"	"-tableitem"	"tableitem"	"665"	"bkisiel"	"2012-12-10T15:06:13-05:00"
"phone_ringtones"	"generalizations"	"xtableitem"	"tableitem"	"665"	"bkisiel"	"2012-12-10T15:06:13-05:00"
"web_security_blog"	"generalizations"	"yblog"	"blog"	"661"	"anonymous-5919f5dc-5e94a30d-cb89721a"	"2012-12-08T21:07:21-05:00"
"web_security_blog"	"generalizations"	"yblog"	"blog"	"661"	"anonymous-190c090b-a8d0a023-242af1a5"	"2012-12-08T21:48:05-05:00"
"eat_in_breakfast_room"	"generalizations"	"nroom"	"room"	"661"	"anonymous-278db3f4-4089351f-242af1a5"	"2012-12-09T01:38:47-05:00"
"eat_in_breakfast_room"	"generalizations"	"-room"	"room"	"661"	"bkisiel"	"2012-12-10T15:06:14-05:00"
"eat_in_breakfast_room"	"generalizations"	"xroom"	"room"	"661"	"bkisiel"	"2012-12-10T15:06:14-05:00"
"unconcreteness"	"generalizations"	"nemotion"	"emotion"	"536"	"anonymous-ef1848cd-40ee3680-d305843a"	"2012-12-09T08:21:13-05:00"
"unconcreteness"	"generalizations"	"-emotion"	"emotion"	"536"	"bkisiel"	"2012-12-10T14:58:39-05:00"
"unconcreteness"	"generalizations"	"xemotion"	"emotion"	"536"	"bkisiel"	"2012-12-10T14:58:39-05:00"
"adult_contacts_in"	"generalizations"	"neverypromotedthing"	"everypromotedthing"	"658"	"anonymous-3eb85fe1-a1b82c08-242af1a5"	"2012-12-09T08:31:44-05:00"
"adult_contacts_in"	"generalizations"	"-everypromotedthing"	"everypromotedthing"	"658"	"bkisiel"	"2012-12-10T14:51:02-05:00"
"adult_contacts_in"	"generalizations"	"xeverypromotedthing"	"everypromotedthing"	"658"	"bkisiel"	"2012-12-10T14:51:02-05:00"
"a_fall_of_moondust"	"generalizations"	"ybook"	"book"	"556"	"anonymous-3eb85fe1-a1b82c08-242af1a5"	"2012-12-09T08:32:45-05:00"
"payback"	"generalizations"	"nbook"	"book"	"598"	"anonymous-3eb85fe1-a1b82c08-242af1a5"	"2012-12-09T08:34:46-05:00"
"scotland_today"	"generalizations"	"ytelevisionshow"	"televisionshow"	"659"	"anonymous-3eb85fe1-a1b82c08-242af1a5"	"2012-12-09T08:35:15-05:00"
"rolling_thunder"	"generalizations"	"ntelevisionshow"	"televisionshow"	"511"	"anonymous-3eb85fe1-a1b82c08-242af1a5"	"2012-12-09T08:35:36-05:00"
"rolling_thunder"	"generalizations"	"-televisionshow"	"televisionshow"	"511"	"bkisiel"	"2012-12-10T14:55:16-05:00"
"rolling_thunder"	"generalizations"	"xtelevisionshow"	"televisionshow"	"511"	"bkisiel"	"2012-12-10T14:55:16-05:00"
"modern_family"	"generalizations"	"ytelevisionshow"	"televisionshow"	"225"	"anonymous-3eb85fe1-a1b82c08-242af1a5"	"2012-12-09T08:36:12-05:00"
"long_way_round"	"generalizations"	"ytelevisionshow"	"televisionshow"	"511"	"anonymous-3eb85fe1-a1b82c08-242af1a5"	"2012-12-09T08:36:43-05:00"
"the_bench"	"generalizations"	"ytelevisionshow"	"televisionshow"	"664"	"anonymous-3eb85fe1-a1b82c08-242af1a5"	"2012-12-09T08:38:03-05:00"
"the_first_time"	"generalizations"	"ytelevisionshow"	"televisionshow"	"340"	"anonymous-3eb85fe1-a1b82c08-242af1a5"	"2012-12-09T08:38:52-05:00"
"the_venturers"	"generalizations"	"ytelevisionshow"	"televisionshow"	"620"	"anonymous-3eb85fe1-a1b82c08-242af1a5"	"2012-12-09T08:39:02-05:00"
"the_explorers"	"generalizations"	"ntelevisionshow"	"televisionshow"	"620"	"anonymous-3eb85fe1-a1b82c08-242af1a5"	"2012-12-09T08:39:46-05:00"
"the_explorers"	"generalizations"	"-televisionshow"	"televisionshow"	"620"	"bkisiel"	"2012-12-10T14:50:29-05:00"
"the_explorers"	"generalizations"	"xtelevisionshow"	"televisionshow"	"620"	"bkisiel"	"2012-12-10T14:50:29-05:00"
"the_moor_murderers"	"generalizations"	"ntelevisionshow"	"televisionshow"	"622"	"anonymous-3eb85fe1-a1b82c08-242af1a5"	"2012-12-09T08:40:18-05:00"
"the_moor_murderers"	"generalizations"	"-televisionshow"	"televisionshow"	"622"	"bkisiel"	"2012-12-10T14:58:18-05:00"
"the_moor_murderers"	"generalizations"	"xtelevisionshow"	"televisionshow"	"622"	"bkisiel"	"2012-12-10T14:58:18-05:00"
"the_dubliners"	"generalizations"	"ntelevisionshow"	"televisionshow"	"649"	"anonymous-3eb85fe1-a1b82c08-242af1a5"	"2012-12-09T08:40:43-05:00"
"the_dubliners"	"generalizations"	"xtelevisionshow"	"televisionshow"	"649"	"bkisiel"	"2012-12-10T14:52:02-05:00"
"the_pallisers"	"generalizations"	"ytelevisionshow"	"televisionshow"	"625"	"anonymous-3eb85fe1-a1b82c08-242af1a5"	"2012-12-09T08:41:04-05:00"
"the_test_dream"	"generalizations"	"ntelevisionshow"	"televisionshow"	"662"	"anonymous-3eb85fe1-a1b82c08-242af1a5"	"2012-12-09T08:41:31-05:00"
"the_banana_bunch"	"generalizations"	"ntelevisionshow"	"televisionshow"	"664"	"anonymous-3eb85fe1-a1b82c08-242af1a5"	"2012-12-09T08:42:22-05:00"
"the_brain_drain"	"generalizations"	"ytelevisionshow"	"televisionshow"	"664"	"anonymous-3eb85fe1-a1b82c08-242af1a5"	"2012-12-09T08:42:32-05:00"
"the_dudesons"	"generalizations"	"ytelevisionshow"	"televisionshow"	"664"	"anonymous-3eb85fe1-a1b82c08-242af1a5"	"2012-12-09T08:42:57-05:00"
"the_distillers"	"generalizations"	"ntelevisionshow"	"televisionshow"	"649"	"anonymous-3eb85fe1-a1b82c08-242af1a5"	"2012-12-09T08:43:09-05:00"
"the_distillers"	"generalizations"	"-televisionshow"	"televisionshow"	"649"	"bkisiel"	"2012-12-10T14:59:02-05:00"
"the_distillers"	"generalizations"	"xtelevisionshow"	"televisionshow"	"649"	"bkisiel"	"2012-12-10T14:59:02-05:00"
"the_deep_end"	"generalizations"	"ytelevisionshow"	"televisionshow"	"626"	"anonymous-3eb85fe1-a1b82c08-242af1a5"	"2012-12-09T08:44:09-05:00"
